,fsk_rssi,voltage,current,altitude,latitude,longitude,tas,gps_used,fix_type,satellites_num,roll,yaw,pitch,motor_status,imu_status,gps_status,cgps_used,press_compass_status,f_mode,gps_pos_used,vehicle_type,error_flags1,gps_accH
20150713 14:08:08:135,-71,11.1,0.0,79.42,32.963432,-117.062454,2.2631836,true,3,18,-0.21,279.28,9.58,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:09:192,-70,11.2,0.0,79.59,32.963448,-117.06246,2.7658813,true,3,18,-0.18,283.86,6.74,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:09:399,-78,11.2,0.0,79.55,32.963455,-117.06248,3.1240518,true,3,18,-0.31,283.71002,5.97,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:09:526,-78,11.1,0.0,79.51,32.963455,-117.06248,3.1240518,true,3,18,-0.5,283.69,5.49,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:10:072,-72,11.2,0.0,79.48,32.963463,-117.06249,3.399794,true,3,18,-0.21,283.66,4.92,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:10:529,-69,11.2,0.0,79.52,32.96347,-117.062515,3.793323,true,3,18,-0.18,283.78998,3.11,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:10:665,-75,11.2,0.0,79.53,32.963474,-117.062515,3.8765965,true,3,18,-0.59,283.66998,2.84,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:10:779,-75,11.2,0.0,79.53,32.963474,-117.062515,3.8644664,true,3,18,-0.53,283.6,2.8,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:10:874,-72,11.2,0.0,79.54,32.963474,-117.06253,3.947075,true,3,18,-0.4,283.49,2.98,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:11:149,-73,11.2,0.0,79.53,32.963478,-117.062546,3.992493,true,3,18,-0.15,283.35,3.55,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:11:350,-72,11.2,0.0,79.54,32.96348,-117.062546,4.0379205,true,3,18,-0.03,283.27002,4.24,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:11:854,-68,11.2,0.0,79.57,32.96349,-117.06257,4.2817283,true,3,18,-0.32,282.96002,2.88,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:12:054,-77,11.2,0.0,79.58,32.963493,-117.062584,4.35766,true,3,18,-0.15,282.87,2.43,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:12:737,-71,11.2,0.0,79.69,32.963493,-117.06259,4.3562026,true,3,18,-0.24,281.32,2.92,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:13:028,-69,11.2,0.0,79.74,32.9635,-117.06262,4.432719,true,3,18,-0.31,280.01,2.67,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:14:413,-76,11.2,0.0,79.73,32.963512,-117.06268,4.3145566,true,3,18,-0.96,271.96002,3.44,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:14:566,-80,11.2,0.0,79.74,32.963512,-117.06268,4.3145566,true,3,18,-1.0,271.57,3.5,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:14:635,-85,11.2,0.0,79.73,32.963516,-117.0627,4.332632,true,3,18,-0.95,271.4,3.72,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:15:294,-71,11.2,0.0,79.76,32.96352,-117.06272,4.3572583,true,3,18,-0.57,271.8,3.27,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:15:698,-71,11.2,0.0,79.75,32.963524,-117.062744,4.3337746,true,3,18,-0.33,271.6,2.27,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:15:995,-60,11.2,0.0,79.8,32.963524,-117.06276,4.2748218,true,3,18,-0.18,270.24,-9.55,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:16:278,-57,11.2,0.0,79.71,32.963528,-117.062775,4.0020995,true,3,18,1.71,269.49,-14.97,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:16:894,-64,11.2,0.0,79.65,32.963528,-117.06278,2.412675,true,3,18,-2.49,271.64,-1.3,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:16:976,-65,11.2,0.0,79.69,32.963528,-117.0628,2.0011246,true,3,18,-2.11,271.58002,1.9,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:17:070,-71,11.2,0.0,79.76,32.963528,-117.0628,2.0011246,true,3,18,-1.34,271.52002,4.09,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:17:167,-73,11.2,0.0,79.78,32.963528,-117.0628,1.819945,true,3,18,-0.23,271.43,6.32,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:17:476,-67,11.2,0.0,79.83,32.963528,-117.0628,1.7971365,true,3,18,1.0,271.24,3.65,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:17:567,-64,11.2,0.0,79.82,32.963528,-117.0628,1.7990274,true,3,18,0.89,270.99,1.34,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:18:255,-60,11.2,0.0,79.67,32.96353,-117.06281,1.1399122,true,3,18,-0.04,269.81,-3.65,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:18:350,-66,11.2,0.0,79.69,32.96353,-117.06281,1.1301769,true,3,18,-0.59,270.51,-0.01,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:18:740,-68,11.2,0.0,79.77,32.96353,-117.06281,0.5008992,true,3,18,1.52,272.5,9.1,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:19:586,-63,11.2,0.0,79.69,32.96353,-117.06282,0.6016643,true,3,18,-1.04,270.89,1.11,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:19:643,-66,11.2,0.0,79.7,32.96353,-117.06282,0.5632051,true,3,18,-1.12,270.83002,1.46,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:20:917,-67,11.2,0.0,79.55,32.96353,-117.06282,0.3138471,true,3,18,-1.92,271.82,3.93,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:22:092,-63,11.1,0.0,79.54,32.96353,-117.06282,0.1992486,true,3,18,-0.77,271.7,4.3,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:22:292,-67,11.1,0.0,79.55,32.96353,-117.06282,0.21587034,true,3,18,-0.85,271.78,4.37,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:23:575,-69,11.2,0.0,79.73,32.96353,-117.062836,1.1205803,true,3,18,-2.57,272.19,9.23,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:24:661,-65,11.2,0.0,79.86,32.963535,-117.06285,1.9582901,true,3,18,-1.81,271.86,8.8,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:24:852,-73,11.2,0.0,79.86,32.963535,-117.06286,2.1484182,true,3,18,-1.67,271.87,8.48,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:25:834,-64,11.2,0.0,79.87,32.96354,-117.062874,2.7572632,true,3,18,-2.98,268.11,7.14,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:26:233,-73,11.2,0.0,79.81,32.96354,-117.06289,3.0519829,true,3,18,-2.48,265.61,5.65,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:26:816,-67,11.2,0.0,79.77,32.96354,-117.06293,3.360729,true,3,18,-0.93,260.94,5.83,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:27:216,-69,11.2,0.0,79.74,32.96354,-117.06294,3.5146124,true,3,18,-1.54,258.45,4.97,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:27:317,-81,11.2,0.0,79.74,32.96354,-117.06294,3.5146124,true,3,18,-1.41,258.12,4.68,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:28:018,-70,11.2,0.0,79.74,32.963535,-117.062965,3.6368804,true,3,18,-1.88,258.68,4.21,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:28:740,-77,11.2,0.0,79.79,32.96353,-117.06299,3.7561684,true,3,18,-1.07,258.53,4.58,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:29:391,-74,11.2,0.0,79.78,32.96353,-117.06302,3.8025517,true,3,18,-0.6,258.44,3.8,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:29:675,-76,11.2,0.0,79.79,32.96353,-117.06303,3.7862117,true,3,18,-0.45,258.44,4.66,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:29:776,-69,11.2,0.0,79.82,32.96353,-117.06303,3.7816398,true,3,18,-0.42,258.52002,5.05,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:29:982,-79,11.2,0.0,79.83,32.963528,-117.06304,3.773619,true,3,18,-0.4,258.55,5.15,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:30:378,-70,11.2,0.0,79.82,32.963528,-117.06306,3.817486,true,3,18,-0.68,258.56,4.53,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:31:153,-73,11.2,0.0,79.88,32.96352,-117.063095,3.9008331,true,3,18,-0.57,258.47,5.16,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:31:252,-72,11.2,0.0,79.87,32.96352,-117.063095,3.9008331,true,3,18,-0.52,258.46002,5.11,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:31:736,-67,11.2,0.0,79.76,32.963516,-117.06312,3.9125566,true,3,18,-0.55,258.52002,4.96,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:32:235,-69,11.2,0.0,79.74,32.963512,-117.06313,3.9360511,true,3,18,-0.43,258.49,5.31,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:32:639,-69,11.2,0.0,79.75,32.963512,-117.063156,3.9537325,true,3,18,-0.51,258.66998,5.87,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:33:118,-67,11.2,0.0,79.76,32.96351,-117.06317,4.016466,true,3,18,-0.78,258.57,5.4,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:33:615,-66,11.2,0.0,79.78,32.9635,-117.063194,4.087077,true,3,18,-0.55,258.66,5.18,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:34:606,-63,11.2,0.0,79.72,32.963493,-117.06323,4.1263304,true,3,18,-1.21,258.62,5.75,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:36:755,-67,11.2,0.0,79.73,32.963478,-117.063324,4.203237,true,3,18,-2.12,258.59,5.85,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:36:963,-68,11.2,0.0,79.74,32.963474,-117.06335,4.2116146,true,3,18,-2.23,258.51,5.51,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:40:425,-67,11.2,0.0,79.68,32.963432,-117.06349,4.03927,true,3,18,2.67,259.33002,6.41,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:40:617,-67,11.2,0.0,79.66,32.963432,-117.0635,4.0052466,true,3,18,2.03,259.33002,6.42,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:40:733,-66,11.2,0.0,79.64,32.963432,-117.0635,4.0347614,true,3,18,1.71,259.28998,6.77,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:41:601,-66,11.2,0.0,79.76,32.963432,-117.06354,4.152361,true,3,18,1.74,259.47,6.58,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:41:758,-66,11.2,0.0,79.77,32.963432,-117.06354,4.152361,true,3,18,1.74,259.43,6.33,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:41:985,-67,11.2,0.0,79.72,32.963432,-117.06355,4.210582,true,3,18,1.67,259.35,5.86,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:42:533,-69,11.2,0.0,79.71,32.963432,-117.063576,4.2386084,true,3,18,0.73,259.41998,6.26,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:42:620,-70,11.2,0.0,79.7,32.963432,-117.063576,4.2735467,true,3,18,0.9,259.53,6.53,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:44:546,-64,11.2,0.0,79.72,32.96344,-117.06367,4.572199,true,3,18,-2.37,259.11,5.65,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:44:841,-58,11.2,0.0,79.73,32.963444,-117.0637,4.555052,true,3,18,-3.07,259.16,5.07,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:47:001,-54,11.1,0.0,79.78,32.96344,-117.0638,4.18122,true,3,18,-3.05,266.81,4.72,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:48:184,-58,11.2,0.0,79.83,32.963432,-117.06385,3.9484935,true,3,18,-2.21,268.33002,7.42,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:48:301,-57,11.2,0.0,79.83,32.963432,-117.06385,3.9484935,true,3,18,-2.36,268.35,7.13,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:48:427,-60,11.2,0.0,79.83,32.963432,-117.06385,3.9543395,true,3,18,-2.58,268.34,6.99,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:49:503,-55,11.1,0.0,79.71,32.96343,-117.063896,3.964253,true,3,18,-1.37,268.5,6.84,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:49:563,-54,11.1,0.0,79.66,32.96343,-117.063896,3.9866278,true,3,18,-1.21,268.58002,6.8,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:50:565,-55,11.1,0.0,79.6,32.96342,-117.06395,4.0451703,true,3,18,-2.69,268.53,6.8,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:50:939,-55,11.1,0.0,79.64,32.96342,-117.063965,4.0850215,true,3,18,-2.89,268.46002,6.44,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:53:523,-57,11.1,0.0,79.71,32.963417,-117.064064,3.9440715,true,3,18,-3.45,329.76,7.31,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:55:294,-74,11.1,0.0,79.55,32.963448,-117.06413,3.7280827,true,3,18,-6.89,338.68,4.81,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:56:760,-61,11.1,0.0,79.58,32.963493,-117.06417,4.1879945,true,3,18,-5.74,343.7,3.53,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:56:860,-64,11.1,0.0,79.58,32.963493,-117.06417,4.1879945,true,3,18,-5.27,343.53998,3.45,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:57:553,-58,11.1,0.0,79.55,32.963512,-117.06418,4.269801,true,3,18,-5.64,342.97,4.14,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:57:842,-58,11.1,0.0,79.52,32.963524,-117.06419,4.261948,true,3,18,-6.33,342.25,4.84,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:58:042,-58,11.1,0.0,79.55,32.96353,-117.06419,4.2801166,true,3,18,-6.3,341.91,8.2,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:59:128,-62,11.1,0.0,79.51,32.963562,-117.06421,5.2571187,true,3,18,-9.54,340.65,6.18,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:59:223,-61,11.1,0.0,79.52,32.963577,-117.06422,5.335663,true,3,18,-9.9,340.49,5.92,15,225,1,3,21,3,false,2,0,0.4
20150713 14:08:59:335,-67,11.1,0.0,79.54,32.963577,-117.06422,5.381338,true,3,18,-9.75,340.33002,5.81,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:00:108,-64,11.1,0.0,79.61,32.963615,-117.06425,5.778339,true,3,18,-6.29,341.34,7.8,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:01:092,-62,11.1,0.0,79.63,32.963665,-117.06427,6.2209725,true,3,18,-5.68,359.71,5.96,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:01:685,-55,11.1,0.0,79.78,32.96369,-117.06429,6.350071,true,3,18,-3.62,8.609985,6.9,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:01:985,-55,11.1,0.0,79.76,32.963707,-117.06429,6.5162106,true,3,18,-5.61,8.079987,4.13,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:02:968,-59,11.1,0.0,79.65,32.96377,-117.06432,6.454967,true,3,18,-4.14,3.7000122,4.06,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:03:260,-55,11.1,0.0,79.67,32.963783,-117.06432,6.440932,true,3,18,-4.37,2.5100098,3.76,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:04:564,-60,11.1,0.0,79.67,32.963852,-117.06433,6.4503098,true,3,18,-4.92,0.10998535,5.11,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:06:803,-64,11.1,0.0,79.86,32.96398,-117.06435,6.5207667,true,3,18,-3.75,12.089996,3.96,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:08:088,-64,11.1,0.0,79.82,32.96405,-117.06433,6.403663,true,3,18,-3.87,10.320007,5.63,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:08:216,-70,11.1,0.0,79.81,32.964073,-117.06433,6.445967,true,3,18,-3.84,10.309998,5.33,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:08:299,-63,11.1,0.0,79.82,32.964073,-117.06433,6.445967,true,3,18,-4.05,10.25,4.91,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:10:847,-66,11.1,0.0,79.88,32.964226,-117.06431,6.4985,true,3,18,-4.31,10.630005,6.34,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:11:936,-72,11.1,0.0,79.99,32.964283,-117.06429,6.5812845,true,3,18,-3.92,10.809998,5.96,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:12:143,-65,11.1,0.0,79.96,32.964306,-117.06429,6.5974693,true,3,18,-3.42,10.839996,5.76,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:14:499,-58,11.1,0.0,79.88,32.964436,-117.064285,6.6036434,true,3,18,-3.07,11.059998,6.58,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:14:691,-66,11.1,0.0,79.89,32.964447,-117.064285,6.634674,true,3,18,-3.19,10.970001,6.48,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:15:524,-60,11.1,0.0,79.87,32.964497,-117.06427,6.629668,true,3,18,-1.98,11.140015,6.25,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:15:764,-66,11.1,0.0,79.86,32.964508,-117.06427,6.6148396,true,3,18,-1.82,11.26001,6.77,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:15:865,-63,11.1,0.0,79.89,32.96452,-117.06427,6.6174393,true,3,18,-2.19,11.23999,6.72,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:16:751,-52,11.1,0.0,79.9,32.96458,-117.064255,6.6552987,true,3,18,-2.32,11.179993,6.38,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:17:143,-53,11.1,0.0,79.86,32.964603,-117.064255,6.627005,true,3,18,-2.68,11.079987,5.81,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:17:934,-61,11.1,0.0,79.81,32.964638,-117.06425,6.6652,true,3,18,-2.2,11.119995,6.24,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:19:319,-50,11.1,0.0,79.79,32.96472,-117.06423,6.6341014,true,3,18,-2.09,11.320007,6.64,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:20:117,-59,11.1,0.0,79.8,32.964767,-117.06422,6.6892447,true,3,18,-3.06,10.850006,5.71,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:20:735,-60,11.1,0.0,79.78,32.9648,-117.06422,6.638328,true,3,18,-2.74,10.850006,6.02,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:21:392,-52,11.1,0.0,79.68,32.96485,-117.06421,6.6595573,true,3,18,-2.38,10.730011,6.39,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:21:775,-51,11.1,0.0,79.7,32.964878,-117.06421,6.6468034,true,3,18,-2.64,10.660004,6.41,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:22:165,-50,11.1,0.0,79.65,32.9649,-117.06421,6.685005,true,3,18,-1.89,10.730011,5.79,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:22:671,-52,11.1,0.0,79.71,32.964924,-117.06419,6.683622,true,3,18,-1.73,10.75,5.75,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:23:056,-57,11.1,0.0,79.7,32.964935,-117.06419,6.6921597,true,3,18,-1.68,10.799988,5.75,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:24:559,-54,11.1,0.0,79.77,32.96503,-117.06418,6.6639476,true,3,18,-2.21,10.890015,5.96,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:25:235,-52,11.1,0.0,79.74,32.96508,-117.06417,6.668471,true,3,18,-2.59,10.670013,5.71,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:25:612,-53,11.1,0.0,79.75,32.9651,-117.06417,6.64718,true,3,18,-1.91,10.730011,5.95,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:25:813,-52,11.1,0.0,79.73,32.965115,-117.06417,6.6243944,true,3,18,-2.01,10.779999,6.09,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:26:557,-53,11.1,0.0,79.73,32.96515,-117.064156,6.640369,true,3,18,-2.71,10.73999,5.65,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:27:095,-58,11.1,0.0,79.78,32.965183,-117.064156,6.6145067,true,3,18,-1.85,10.660004,6.38,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:27:531,-59,11.1,0.0,79.78,32.96521,-117.06414,6.645668,true,3,18,-1.51,10.820007,5.95,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:27:793,-56,11.1,0.0,79.79,32.965233,-117.06414,6.686172,true,3,18,-1.93,10.350006,6.23,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:28:282,-60,11.1,0.0,79.86,32.96526,-117.06414,6.672968,true,3,18,-2.77,1.2999878,6.02,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:30:370,-66,11.1,0.0,81.37,32.96537,-117.06414,4.184376,true,3,18,3.53,226.15,15.67,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:30:754,-69,11.1,0.0,81.66,32.965378,-117.06414,3.2400615,true,3,18,4.13,205.20999,12.98,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:30:852,-62,11.0,0.0,81.69,32.965378,-117.064156,3.3304803,true,3,18,3.99,199.95999,12.55,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:31:543,-55,11.1,0.0,82.09,32.965385,-117.06417,2.0629349,true,3,18,4.92,176.54001,12.05,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:31:742,-59,11.1,0.0,82.22,32.965385,-117.06417,2.1571276,true,3,18,5.63,177.45999,10.67,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:32:023,-55,11.1,0.0,82.46,32.96538,-117.06418,2.0773542,true,3,18,6.88,178.85,10.23,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:32:217,-57,11.1,0.0,82.54,32.965378,-117.06418,2.2629185,true,3,18,7.3,178.66998,10.83,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:32:625,-67,11.1,0.0,82.63,32.965378,-117.06418,2.9277465,true,3,18,6.16,177.22,11.11,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:32:918,-56,11.1,0.0,82.66,32.965366,-117.06419,3.6359317,true,3,18,6.0,176.94,9.25,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:32:996,-63,11.0,0.0,82.65,32.96536,-117.06419,3.5866978,true,3,18,6.04,176.98001,9.06,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:33:198,-58,11.0,0.0,82.67,32.965355,-117.06419,3.9670265,true,3,18,6.55,177.16,8.18,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:33:403,-58,11.0,0.0,82.66,32.965343,-117.06419,4.2431707,true,3,18,7.01,177.47,6.47,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:33:614,-64,11.0,0.0,82.62,32.96534,-117.06421,4.579574,true,3,18,6.95,177.88,5.64,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:33:897,-75,11.0,0.0,82.55,32.96533,-117.06421,4.8301654,true,3,18,6.81,178.76999,4.3,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:34:097,-73,11.1,0.0,82.56,32.96532,-117.06421,5.0826964,true,3,18,7.04,179.57,3.89,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:34:376,-70,11.1,0.0,82.58,32.96531,-117.06421,5.469963,true,3,18,6.79,180.26999,3.72,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:34:580,-70,11.1,0.0,82.66,32.96529,-117.06421,5.6143384,true,3,18,6.58,181.0,3.11,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:34:673,-72,11.1,0.0,82.67,32.96529,-117.06421,5.6143384,true,3,18,6.32,181.10999,2.85,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:34:775,-66,11.1,0.0,82.65,32.96528,-117.06421,5.7513824,true,3,18,6.09,181.25,2.83,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:34:868,-66,11.1,0.0,82.67,32.96528,-117.06421,5.7513824,true,3,18,5.85,181.48001,2.37,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:35:856,-69,11.1,0.0,82.74,32.965225,-117.06422,6.177904,true,3,18,6.78,188.54999,2.66,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:36:768,-73,11.1,0.0,82.73,32.965168,-117.06422,6.345841,true,3,18,7.77,206.5,2.97,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:36:830,-68,11.1,0.0,82.73,32.965168,-117.06422,6.345841,true,3,18,8.08,207.88,2.9,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:36:936,-70,11.1,0.0,82.75,32.965168,-117.06422,6.33593,true,3,18,8.34,209.22,3.1,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:37:030,-67,11.1,0.0,82.74,32.96516,-117.06422,6.35912,true,3,18,8.68,211.15,3.79,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:37:241,-77,11.1,0.0,82.79,32.965145,-117.06423,6.2887363,true,3,18,9.02,214.06,5.37,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:37:340,-73,11.1,0.0,82.83,32.965137,-117.06423,6.2781925,true,3,18,9.0,215.22,6.01,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:37:576,-73,11.1,0.0,82.86,32.965137,-117.06423,6.2781925,true,3,18,8.72,216.22,6.2,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:37:934,-75,11.1,0.0,82.92,32.965103,-117.06425,6.2233753,true,3,18,8.08,215.23999,5.24,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:38:114,-72,11.1,0.0,82.94,32.965103,-117.06425,6.2233753,true,3,18,7.57,214.73001,5.28,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:38:215,-71,11.1,0.0,82.95,32.96509,-117.06425,6.2207556,true,3,18,6.89,214.34,5.2,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:38:423,-72,11.1,0.0,82.95,32.96508,-117.06425,6.19666,true,3,18,6.14,213.97,4.85,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:39:013,-71,11.1,0.0,83.03,32.965054,-117.06427,6.221013,true,3,18,5.48,214.23001,6.21,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:39:123,-70,11.1,0.0,83.06,32.965054,-117.06427,6.19407,true,3,18,5.42,214.23999,6.67,15,225,1,3,21,3,false,2,0,0.4
20150713 14:09:39:218,-66,11.1,0.0,83.1,32.965042,-117.06427,6.23879,true,3,18,5.32,214.2,7.19,15,225,1,3,21,3,false,2,0,0.4
